id,exp_id,"subject_id","stage","cond",trial_idx,task_id,"task","optionA","optionB","optionC","optionD","correct_answer","recorded_answer",recorded_accuracy,recorded_time_to_action,recorded_time_to_submit,"recorded_action_result",recorded_action_count,"timestamp"
428,12,"D196A2","main","interactive",52,61,"a*x-x*g=-2","a*x=-2-x*g","a*x=-2+x*g","a*x=-2+x/g",NULL,"B","B",0,8839,10719,"a*x=-2+x*g",2,"2015-02-27 13:10:19"
429,12,"D196A2","main","interactive",53,27,"x=(f*q)/-13","x*q=f/-13","x*-13=f*q","x*-13=f/q",NULL,"B","B",1,8084,8806,"x=(f*q)/-13",1,"2015-02-27 13:10:29"
430,12,"D196A2","main","interactive",54,58,"g=n*x-5*x","5*x*g=n*x","g+5=n*x","5*x+g=n*x",NULL,"C","C",1,14543,15201,"g=n*x-5*x",2,"2015-02-27 13:10:46"
431,12,"D196A2","main","interactive",55,33,"x=f/(6-s)","x+s=f/6","x*6-s=f","x(6-s)=f",NULL,"C","C",1,5343,6058,"x=f/(6-s)",1,"2015-02-27 13:10:53"
432,12,"D196A2","main","interactive",56,41,"r/s=8-x","r/s-x=8","r=s(8-x)","r=(8-x)/s",NULL,"B","B",1,8251,8872,"r/s=8-x",1,"2015-02-27 13:11:04"
433,12,"D196A2","main","interactive",57,24,"x=(u*k)/5","u*x=5*k","x*5=u*k","x*5=u/k",NULL,"B","B",1,5862,6403,"x=(u*k)/5",1,"2015-02-27 13:11:12"
434,12,"D196A2","main","interactive",58,20,"x-a=f/16","(x-a)*16=f","(x-a)/f=16","(x-a)/16=f",NULL,"A","A",1,3079,3566,"x-a=f/16",1,"2015-02-27 13:11:17"
435,12,"D196A2","main","interactive",59,63,"x+v=9-s","x-s+v=9","s+x+v=9","s-x+v=9",NULL,"B","B",1,4823,5456,"x+v=9-s",1,"2015-02-27 13:11:24"
436,12,"D196A2","main","interactive",60,57,"5=x(h-f)","5=h*x-f*x","5=x/h-x/f","5=x*h-f*h",NULL,"A","A",1,5828,7697,"5=x*(h-f)",2,"2015-02-27 13:11:33"
437,12,"D196A2","main","interactive",61,4,"9/w=x","9=x*w","9=x/w","9=w/x",NULL,"A","A",1,2879,3387,"9/w=x",2,"2015-02-27 13:11:38"
438,12,"D196A2","main","interactive",62,14,"16*w-m=x","m=x-16*w","16*w=x-m","16*w=x+m",NULL,"C","C",1,4808,5462,"16*w-m=x",2,"2015-02-27 13:11:45"
439,12,"D196A2","main","interactive",63,46,"x=s/(1+15)","x-1=s/15","(1-15)x=s","(1+15)x=s",NULL,"C","C",1,5508,6185,"x=s/(1+15)",1,"2015-02-27 13:11:53"
440,12,"D196A2","main","interactive",64,12,"x=h*u+7","x+7=h*u","x+h*u=7","x-7=h*u",NULL,"C","C",1,6317,7162,"x=h*u+7",2,"2015-02-27 13:12:01"
441,12,"D196A2","main","interactive",65,32,"g+u=15/x","-g=15/x-u","g=15/x+u","g=15/x-u",NULL,"C","C",1,3825,4467,"g+u=15/x",2,"2015-02-27 13:12:07"
442,12,"D196A2","main","interactive",66,38,"c=8(x+n)","c/x=8+n","c/(x+n)=8","c-n=8x",NULL,"B","B",1,9271,10443,"c=8*(x+n)",3,"2015-02-27 13:12:19"
443,12,"D196A2","main","interactive",67,60,"x(a-7)=-r","a*x-7=-r","a*x-7*x=r","a*x-7*x=-r",NULL,"C","C",1,4436,5731,"x*(a-7)=-r",2,"2015-02-27 13:12:27"
444,12,"D196A2","main","interactive",68,9,"13+q=k*x","13=k*x+q","13=k*x-q","13=k/x-q",NULL,"B","B",1,2794,3425,"13+q=k*x",2,"2015-02-27 13:12:32"
445,12,"D196A2","main","interactive",69,36,"a/15-h=x","a/15=x-h","a/15=x+h","a/15=x*h",NULL,"B","B",0,2792,3299,"a/15=h+x",1,"2015-02-27 13:12:44"
446,12,"D196A2","main","interactive",70,59,"x=-8/(b-u)","x+u=-8/b","x(b-u)=-8","x*b-u=-8",NULL,"B","B",1,4771,5403,"x=-8/(b-u)",1,"2015-02-27 13:12:50"
447,12,"D196A2","main","interactive",71,51,"(15+u)x=g-b","15*x+u*x=g+b","15*x+u*x=g-b","15*x-u*x=g-b",NULL,"B","B",0,3457,5248,"x*(15+u)=g-b",2,"2015-02-27 13:13:04"
448,12,"D196A2","main","interactive",72,49,"(12-1)x=f","x-12*x=f","12*x-x=-f","x*12-x=f",NULL,"C","C",1,4809,6355,"(12-1)*x=f",2,"2015-02-27 13:13:12"
449,12,"D196A2","main","interactive",73,45,"9=(1/g-r)x","9=x/g-x/r","9=x/g-r*x","9=1/g-r*x",NULL,"B","B",1,5971,8414,"9=((1/g)-r)*x",2,"2015-02-27 13:13:22"
450,12,"D196A2","main","interactive",74,47,"(1+u)x=9","x+u*x=9","1+u*x=9","(1+u)=9*x",NULL,"A","A",1,3512,5666,"(1+u)*x=9",3,"2015-02-27 13:13:29"
451,12,"D196A2","main","interactive",75,55,"e+q=g*x-x*10","e=g*x-q+10*x","e=g*x-q-x*10","-e=g*x-q-x*10",NULL,"B","A",0,4047,5533,"e=-q+g*x+10*x",1,"2015-02-27 13:13:44"
452,12,"D196A2","main","interactive",76,11,"3-s=x*e","3=s-x*e","3=s+x*e","s-3=e*x",NULL,"B","B",1,3508,4218,"3-s=x*e",1,"2015-02-27 13:13:49"
453,12,"D196A2","main","interactive",77,16,"x=k/12","x/12=k","12*x=k","12*x=1/k",NULL,"B","B",1,3502,4201,"x=k/12",2,"2015-02-27 13:13:55"
454,12,"D196A2","main","interactive",78,48,"x=m/(12-1)","x/(12-1)=m","(12-1)/x=m","(12-1)*x=m",NULL,"C","C",1,7575,8949,"x=m/(12-1)",1,"2015-02-27 13:14:05"
455,12,"D196A2","main","interactive",79,29,"(-a/e)*x=11","-a*e=11/x","-a/e=11/x","-a/e=11*x",NULL,"B","B",1,4888,5812,"(-a/e)*x=11",1,"2015-02-27 13:14:13"
456,12,"D196A2","main","interactive",80,22,"-7*b=x","-7=x*b","-7=x/b","-7=b/x",NULL,"B","B",1,4955,5834,"-7*b=x",1,"2015-02-27 13:14:20"
457,12,"D196A2","main","interactive",81,26,"13/u*x=m","13/u=m*x","1/u*x=m*13","13/u=m/x",NULL,"C","C",1,19867,21038,"(13/u)*x=m",1,"2015-02-27 13:14:43"
458,12,"D196A2","main","interactive",82,2,"2*h=x","2=x*h","2=h/x","2=x/h",NULL,"C","C",1,3126,4072,"2*h=x",1,"2015-02-27 13:14:48"
459,12,"D196A2","main","interactive",83,18,"-n=5*x","-n*x=5","-n/x=5","x/-n=5",NULL,"B","B",1,3022,3675,"-n=5*x",1,"2015-02-27 13:14:54"
460,12,"D196A2","main","interactive",84,8,"(a+10)/f=x","a+10=x*f","a-10=x*f","a+10=f/x",NULL,"A","A",1,4769,6267,"(a+10)/f=x",2,"2015-02-27 13:15:01"
461,12,"D196A2","main","interactive",85,42,"3=r(p-x)","3+x=r*p","3/(p-x)=r","3*(p-x)=r",NULL,"B","B",1,10630,11949,"3=r*(p-x)",3,"2015-02-27 13:15:15"
462,12,"D196A2","main","interactive",86,25,"x*6=c*u","x=6*c*u","(x*6)/u=c","x*6=c/u",NULL,"B","B",0,4851,5419,"x*6=u*c",2,"2015-02-27 13:15:29"
463,12,"D196A2","main","interactive",87,7,"12-m=x/n","12=m+x/n","12=x/n-m","12=m-x/n",NULL,"A","A",1,6626,7257,"12-m=x/n",1,"2015-02-27 13:15:38"
464,12,"D196A2","main","interactive",88,31,"(f+6)*x=t","x=(f+6)*t","f+6=t/x","f+6=x/t",NULL,"B","B",1,7153,7887,"(f+6)*x=t",1,"2015-02-27 13:15:47"
465,12,"D196A2","main","interactive",89,5,"x=13/-c","-c/x=13","-c*x=13","-c*x=-13",NULL,"B","B",1,4874,5720,"x=13/-c",2,"2015-02-27 13:15:54"
466,12,"D196A2","main","interactive",90,3,"x=-c*11","x*-c=11","-c/x=11","x/-c=11",NULL,"C","C",1,5493,6432,"x=-c*11",2,"2015-02-27 13:16:02"
467,12,"D196A2","main","interactive",91,54,"c+v=x(15-e)","c-v=15*x-e*x","(c+v)*x=15-e","c+v=15*x-x*e",NULL,"C","C",1,6250,8839,"c+v=x*(15-e)",4,"2015-02-27 13:16:13"
468,12,"D196A2","main","interactive",92,6,"(e+h)*11=x","e+h=11*x","e+h*11=x","e+h=x/11",NULL,"C","C",1,12253,13222,"(e+h)*11=x",1,"2015-02-27 13:16:27"
469,12,"D196A2","main","interactive",93,0,"x=u+15","15*x=u","x-15=u","15-x=u",NULL,"B","B",1,5302,6202,"x=u+15",2,"2015-02-27 13:16:35"
470,12,"D196A2","main","interactive",94,21,"x=t/g-12","x+12=t*g","x+12=t/g","x*g=t-12",NULL,"B","B",1,4252,5120,"x=(t/g)-12",2,"2015-02-27 13:16:42"
471,12,"D196A2","main","interactive",95,17,"-6/t=x","-6=t*x","1/-6=t*x","t=-6*x",NULL,"A","A",1,7301,8012,"-6/t=x",1,"2015-02-27 13:16:51"
472,12,"D196A2","main","interactive",96,52,"a*x+14*x=c-m","a*x=c-m+14*x","a*x+m+14*x=c","a*x+m+14*x=-c",NULL,"B","B",1,9925,12401,"a*x+14*x=c-m",2,"2015-02-27 13:17:05"
473,12,"D196A2","main","interactive",97,37,"n/a=x+13","n=a/(x+13)","n=a(x+13)","1/a=n(x+13)",NULL,"B","B",1,4398,5118,"n/a=x+13",1,"2015-02-27 13:17:12"
474,12,"D196A2","main","interactive",98,30,"x=g/(m+15)","x*(m+15)=g","x/(m+15)=g","x*m+15=g",NULL,"A","A",1,8171,9040,"x=g/(m+15)",1,"2015-02-27 13:17:23"
475,12,"D196A2","main","interactive",99,34,"(9-d)*x=e","9-d=e*x","9-d=e/x","9-d=e+x",NULL,"B","B",1,3640,4756,"(9-d)*x=e",1,"2015-02-27 13:17:29"
476,12,"D196A2","main","interactive",100,35,"r-11=b/x","r=b/x-11","(r-11)/x=b","r=b/x+11",NULL,"C","C",1,3022,3866,"r-11=b/x",2,"2015-02-27 13:17:34"
477,12,"D196A2","main","interactive",101,44,"(b+15)x=p","b*x+15*x=p","b/x+15/x=p","b+15*x=p",NULL,"A","A",1,3704,5145,"(b+15)*x=p",1,"2015-02-27 13:17:41"
478,12,"D196A2","main","interactive",102,23,"-a=x/9","-a*x=1/9","-a/x=9","-a/x=1/9",NULL,"C","C",0,3724,5503,"-a=x*(1/9)",2,"2015-02-27 13:17:55"
479,12,"D196A2","main","interactive",103,39,"x=10-a/f","a/f-x=10","a/f+x=10","x*f=10-a",NULL,"B","B",1,5143,6494,"x=10-(a/f)",3,"2015-02-27 13:18:03"
480,12,"D196A2","main","interactive",104,28,"-w*x=a*14","-w*x*14=a","(-w*x)/14=a","x=a*14+w",NULL,"B","B",1,6917,7784,"-w*x=a*14",1,"2015-02-27 13:18:13"
481,12,"D196A2","main","interactive",105,53,"(7+w)/(b-a)=x","7-w=x(b-a)","7+w=x(b+a)","7+w=x(b-a)",NULL,"C","C",1,6979,8061,"(7+w)/(b-a)=x",1,"2015-02-27 13:18:22"
482,12,"D196A2","main","interactive",106,56,"k/(g-14)=x","k=x/(k-14)","k=x(g-14)","k=x(k+14)",NULL,"B","B",0,4434,5178,"k=(g-14)*x",1,"2015-02-27 13:18:36"
483,12,"D196A2","main","interactive",107,19,"x=q/9+b","x+b=q/9","-b+x=q/9","x/q=1/9+b",NULL,"B","B",1,5029,6066,"x=(q/9)+b",3,"2015-02-27 13:18:44"
484,12,"D196A2","main","interactive",108,1,"10-p=x","-p=x+10","10=p-x","10=p+x",NULL,"C","C",1,3615,4324,"10-p=x",1,"2015-02-27 13:18:49"
485,12,"D196A2","main","interactive",109,13,"x-a=c*9","(x-a)/9=c","(x-a)*9=c","x=c*9-a",NULL,"A","A",1,4981,5724,"x-a=c*9",1,"2015-02-27 13:18:57"
486,12,"D196A2","main","interactive",110,40,"g/e+x=16","g+x=16*e","g/e=16-x","g/e+x-16=1",NULL,"B","B",1,4066,5281,"(g/e)+x=16",2,"2015-02-27 13:19:03"
487,12,"D196A2","main","interactive",111,43,"x=e/(12+g)","x*e=1/(12+g)","x-1/g=e/12","(12+g)x=e",NULL,"C","C",1,8320,10278,"x=e/(12+g)",2,"2015-02-27 13:19:15"
488,12,"D196A2","main","interactive",112,15,"k*10=x-g","k=10*(x-g)","k=x-g-10","k=(x-g)/10",NULL,"C","C",1,4989,5880,"k*10=x-g",1,"2015-02-27 13:19:23"
489,12,"D196A2","main","interactive",113,10,"(7-v)/b=x","7-v=x*b","7-v=x/b","7+v=x*b",NULL,"A","A",1,4819,5496,"(7-v)/b=x",2,"2015-02-27 13:19:30"
490,12,"D196A2","main","interactive",114,62,"x=d-6-t","x+t=d-6","x+6=d+t","x+d=-6-t",NULL,"A","A",1,4335,5675,"x=d-6-t",3,"2015-02-27 13:19:37"
491,12,"D196A2","main","interactive",115,50,"x=(s-q)/(a+15)","x*a+15=s-q","(a-15)x=s-q","(a+15)x=s-q",NULL,"C","C",1,6000,7048,"x=(s-q)/(a+15)",1,"2015-02-27 13:19:46"
492,12,"D196A2","main","interactive",116,61,"a*x-x*g=-2","a*x=-2-x*g","a*x=-2+x*g","a*x=-2+x/g",NULL,"B","B",1,8879,11053,"a*x-x*g=-2",2,"2015-02-27 13:19:58"
493,12,"D196A2","main","interactive",117,27,"x=(f*q)/-13","x*q=f/-13","x*-13=f*q","x*-13=f/q",NULL,"B","B",1,3838,4559,"x=(f*q)/-13",1,"2015-02-27 13:20:04"
494,12,"D196A2","main","interactive",118,58,"g=n*x-5*x","5*x*g=n*x","g+5=n*x","5*x+g=n*x",NULL,"C","C",1,8417,9770,"g=n*x-5*x",3,"2015-02-27 13:20:16"
495,12,"D196A2","main","interactive",119,33,"x=f/(6-s)","x+s=f/6","x*6-s=f","x(6-s)=f",NULL,"C","C",1,5950,6660,"x=f/(6-s)",1,"2015-02-27 13:20:24"
496,12,"D196A2","main","interactive",120,41,"r/s=8-x","r/s-x=8","r=s(8-x)","r=(8-x)/s",NULL,"B","B",1,7374,7961,"r/s=8-x",1,"2015-02-27 13:20:33"
497,12,"D196A2","main","interactive",121,24,"x=(u*k)/5","u*x=5*k","x*5=u*k","x*5=u/k",NULL,"B","B",1,4165,4752,"x=(u*k)/5",1,"2015-02-27 13:20:39"
498,12,"D196A2","main","interactive",122,20,"x-a=f/16","(x-a)*16=f","(x-a)/f=16","(x-a)/16=f",NULL,"A","A",1,9673,10316,"x-a=f/16",1,"2015-02-27 13:20:52"
499,12,"D196A2","main","interactive",123,63,"x+v=9-s","x-s+v=9","s+x+v=9","s-x+v=9",NULL,"B","B",1,4097,5190,"x+v=9-s",4,"2015-02-27 13:20:58"
500,12,"D196A2","main","interactive",124,57,"5=x(h-f)","5=h*x-f*x","5=x/h-x/f","5=x*h-f*h",NULL,"A","A",1,4765,6150,"5=x*(h-f)",2,"2015-02-27 13:21:06"
501,12,"D196A2","main","interactive",125,4,"9/w=x","9=x*w","9=x/w","9=w/x",NULL,"A","A",1,2004,2568,"9/w=x",2,"2015-02-27 13:21:10"
502,12,"D196A2","main","interactive",126,14,"16*w-m=x","m=x-16*w","16*w=x-m","16*w=x+m",NULL,"C","C",1,5736,6356,"16*w-m=x",2,"2015-02-27 13:21:18"
503,12,"D196A2","main","interactive",127,46,"x=s/(1+15)","x-1=s/15","(1-15)x=s","(1+15)x=s",NULL,"C","C",1,4714,5368,"x=s/(1+15)",1,"2015-02-27 13:21:25"
504,12,"D196A2","main","interactive",128,12,"x=h*u+7","x+7=h*u","x+h*u=7","x-7=h*u",NULL,"C","C",1,3803,4591,"x=h*u+7",2,"2015-02-27 13:21:31"
505,12,"D196A2","main","interactive",129,32,"g+u=15/x","-g=15/x-u","g=15/x+u","g=15/x-u",NULL,"C","C",1,4696,5362,"g+u=15/x",2,"2015-02-27 13:21:38"
506,12,"D196A2","main","interactive",130,38,"c=8(x+n)","c/x=8+n","c/(x+n)=8","c-n=8x",NULL,"B","B",1,8495,9702,"c=8*(x+n)",3,"2015-02-27 13:21:49"
507,12,"D196A2","main","interactive",131,60,"x(a-7)=-r","a*x-7=-r","a*x-7*x=r","a*x-7*x=-r",NULL,"C","C",1,5557,7047,"x*(a-7)=-r",2,"2015-02-27 13:21:58"
508,12,"D196A2","main","interactive",132,9,"13+q=k*x","13=k*x+q","13=k*x-q","13=k/x-q",NULL,"B","B",1,5269,5893,"13+q=k*x",2,"2015-02-27 13:22:05"
509,12,"D196A2","main","interactive",133,36,"a/15-h=x","a/15=x-h","a/15=x+h","a/15=x*h",NULL,"B","B",1,3144,3809,"(a/15)-h=x",2,"2015-02-27 13:22:11"
510,12,"D196A2","main","interactive",134,59,"x=-8/(b-u)","x+u=-8/b","x(b-u)=-8","x*b-u=-8",NULL,"B","B",1,6413,7170,"x=-8/(b-u)",1,"2015-02-27 13:22:19"
511,12,"D196A2","main","interactive",135,51,"(15+u)x=g-b","15*x+u*x=g+b","15*x+u*x=g-b","15*x-u*x=g-b",NULL,"B","B",1,5345,6610,"(15+u)*x=g-b",1,"2015-02-27 13:22:27"
512,12,"D196A2","main","interactive",136,49,"(12-1)x=f","x-12*x=f","12*x-x=-f","x*12-x=f",NULL,"C","B",0,3693,5152,"12*x-x=-f",3,"2015-02-27 13:22:41"
513,12,"D196A2","main","interactive",137,45,"9=(1/g-r)x","9=x/g-x/r","9=x/g-r*x","9=1/g-r*x",NULL,"B","B",1,20874,23384,"9=((1/g)-r)*x",2,"2015-02-27 13:23:06"
514,12,"D196A2","main","interactive",138,47,"(1+u)x=9","x+u*x=9","1+u*x=9","(1+u)=9*x",NULL,"A","A",1,3860,6629,"(1+u)*x=9",3,"2015-02-27 13:23:15"
515,12,"D196A2","main","interactive",139,55,"e+q=g*x-x*10","e=g*x-q+10*x","e=g*x-q-x*10","-e=g*x-q-x*10",NULL,"B","B",1,8284,9422,"e+q=g*x-x*10",2,"2015-02-27 13:23:26"
516,12,"D196A2","main","interactive",140,11,"3-s=x*e","3=s-x*e","3=s+x*e","s-3=e*x",NULL,"B","B",1,3305,3958,"3-s=x*e",1,"2015-02-27 13:23:31"
517,12,"D196A2","main","interactive",141,16,"x=k/12","x/12=k","12*x=k","12*x=1/k",NULL,"B","B",1,3256,3854,"x=k/12",2,"2015-02-27 13:23:36"
518,12,"D196A2","main","interactive",142,48,"x=m/(12-1)","x/(12-1)=m","(12-1)/x=m","(12-1)*x=m",NULL,"C","C",1,5961,7068,"x=m/(12-1)",1,"2015-02-27 13:23:45"
519,12,"D196A2","main","interactive",143,29,"(-a/e)*x=11","-a*e=11/x","-a/e=11/x","-a/e=11*x",NULL,"B","B",1,3084,4008,"(-a/e)*x=11",1,"2015-02-27 13:23:51"
520,12,"D196A2","main","interactive",144,22,"-7*b=x","-7=x*b","-7=x/b","-7=b/x",NULL,"B","B",1,5840,6437,"-7*b=x",1,"2015-02-27 13:23:59"
521,12,"D196A2","main","interactive",145,26,"13/u*x=m","13/u=m*x","1/u*x=m*13","13/u=m/x",NULL,"C","C",1,6089,6777,"(13/u)*x=m",1,"2015-02-27 13:24:07"
522,12,"D196A2","main","interactive",146,2,"2*h=x","2=x*h","2=h/x","2=x/h",NULL,"C","C",1,2833,3576,"2*h=x",1,"2015-02-27 13:24:12"
523,12,"D196A2","main","interactive",147,18,"-n=5*x","-n*x=5","-n/x=5","x/-n=5",NULL,"B","B",1,4540,5080,"-n=5*x",1,"2015-02-27 13:24:19"
524,12,"D196A2","main","interactive",148,8,"(a+10)/f=x","a+10=x*f","a-10=x*f","a+10=f/x",NULL,"A","A",1,6149,6727,"(a+10)/f=x",2,"2015-02-27 13:24:27"
525,12,"D196A2","main","interactive",149,42,"3=r(p-x)","3+x=r*p","3/(p-x)=r","3*(p-x)=r",NULL,"B","B",1,9052,10517,"3=r*(p-x)",3,"2015-02-27 13:24:39"
526,12,"D196A2","main","interactive",150,25,"x*6=c*u","x=6*c*u","(x*6)/u=c","x*6=c/u",NULL,"B","B",1,7383,8071,"x*6=c*u",3,"2015-02-27 13:24:48"
527,12,"D196A2","main","interactive",151,7,"12-m=x/n","12=m+x/n","12=x/n-m","12=m-x/n",NULL,"A","A",1,8943,9530,"12-m=x/n",1,"2015-02-27 13:25:00"
528,12,"D196A2","main","interactive",152,31,"(f+6)*x=t","x=(f+6)*t","f+6=t/x","f+6=x/t",NULL,"B","B",1,9284,10008,"(f+6)*x=t",1,"2015-02-27 13:25:11"
529,12,"D196A2","main","interactive",153,5,"x=13/-c","-c/x=13","-c*x=13","-c*x=-13",NULL,"B","B",1,9396,9949,"x=13/-c",2,"2015-02-27 13:25:23"
530,12,"D196A2","main","interactive",154,3,"x=-c*11","x*-c=11","-c/x=11","x/-c=11",NULL,"C","C",1,4265,6437,"x=-c*11",2,"2015-02-27 13:25:31"
531,12,"D196A2","main","interactive",155,54,"c+v=x(15-e)","c-v=15*x-e*x","(c+v)*x=15-e","c+v=15*x-x*e",NULL,"C","C",1,7783,9258,"c+v=x*(15-e)",1,"2015-02-27 13:25:41"
532,12,"D196A2","main","interactive",156,6,"(e+h)*11=x","e+h=11*x","e+h*11=x","e+h=x/11",NULL,"C","C",1,6698,7600,"(e+h)*11=x",1,"2015-02-27 13:25:50"
533,12,"D196A2","main","interactive",157,0,"x=u+15","15*x=u","x-15=u","15-x=u",NULL,"B","B",1,2520,3376,"x=u+15",2,"2015-02-27 13:25:55"
534,12,"D196A2","main","interactive",158,21,"x=t/g-12","x+12=t*g","x+12=t/g","x*g=t-12",NULL,"B","B",1,3311,3955,"x=(t/g)-12",1,"2015-02-27 13:26:01"
535,12,"D196A2","main","interactive",159,17,"-6/t=x","-6=t*x","1/-6=t*x","t=-6*x",NULL,"A","A",1,3143,3753,"-6/t=x",1,"2015-02-27 13:26:06"
536,12,"D196A2","main","interactive",160,52,"a*x+14*x=c-m","a*x=c-m+14*x","a*x+m+14*x=c","a*x+m+14*x=-c",NULL,"B","B",1,5792,7099,"a*x+14*x=c-m",2,"2015-02-27 13:26:15"
537,12,"D196A2","main","interactive",161,37,"n/a=x+13","n=a/(x+13)","n=a(x+13)","1/a=n(x+13)",NULL,"B","B",1,3053,3582,"n/a=x+13",1,"2015-02-27 13:26:20"
538,12,"D196A2","main","interactive",162,30,"x=g/(m+15)","x*(m+15)=g","x/(m+15)=g","x*m+15=g",NULL,"A","A",1,4736,5448,"x=g/(m+15)",1,"2015-02-27 13:26:27"
539,12,"D196A2","main","interactive",163,34,"(9-d)*x=e","9-d=e*x","9-d=e/x","9-d=e+x",NULL,"B","B",1,5988,6758,"(9-d)*x=e",1,"2015-02-27 13:26:35"
540,12,"D196A2","main","interactive",164,35,"r-11=b/x","r=b/x-11","(r-11)/x=b","r=b/x+11",NULL,"C","C",1,3474,4008,"r-11=b/x",2,"2015-02-27 13:26:41"
541,12,"D196A2","main","interactive",165,44,"(b+15)x=p","b*x+15*x=p","b/x+15/x=p","b+15*x=p",NULL,"A","A",1,3465,4996,"(b+15)*x=p",1,"2015-02-27 13:26:47"
542,12,"D196A2","main","interactive",166,23,"-a=x/9","-a*x=1/9","-a/x=9","-a/x=1/9",NULL,"C","C",1,3714,4886,"-a=x/9",3,"2015-02-27 13:26:54"
543,12,"D196A2","main","interactive",167,39,"x=10-a/f","a/f-x=10","a/f+x=10","x*f=10-a",NULL,"B","B",1,39637,40517,"x=10-(a/f)",2,"2015-02-27 13:27:36"
544,12,"D196A2","main","interactive",168,28,"-w*x=a*14","-w*x*14=a","(-w*x)/14=a","x=a*14+w",NULL,"B","B",1,5465,6075,"-w*x=a*14",1,"2015-02-27 13:27:43"
545,12,"D196A2","main","interactive",169,53,"(7+w)/(b-a)=x","7-w=x(b-a)","7+w=x(b+a)","7+w=x(b-a)",NULL,"C","B",0,3764,4362,"(7+w)/(b+a)=x",2,"2015-02-27 13:27:56"
546,12,"D196A2","main","interactive",170,56,"k/(g-14)=x","k=x/(k-14)","k=x(g-14)","k=x(k+14)",NULL,"B","B",1,3846,4616,"k/(g-14)=x",1,"2015-02-27 13:28:02"
547,12,"D196A2","main","interactive",171,19,"x=q/9+b","x+b=q/9","-b+x=q/9","x/q=1/9+b",NULL,"B","B",1,4880,5815,"x=(q/9)+b",1,"2015-02-27 13:28:10"
548,12,"D196A2","main","interactive",172,1,"10-p=x","-p=x+10","10=p-x","10=p+x",NULL,"C","C",1,3540,4047,"10-p=x",1,"2015-02-27 13:28:15"
549,12,"D196A2","main","interactive",173,13,"x-a=c*9","(x-a)/9=c","(x-a)*9=c","x=c*9-a",NULL,"A","A",1,10038,10602,"x-a=c*9",1,"2015-02-27 13:28:28"
550,12,"D196A2","main","interactive",174,40,"g/e+x=16","g+x=16*e","g/e=16-x","g/e+x-16=1",NULL,"B","B",1,5289,5942,"(g/e)+x=16",2,"2015-02-27 13:28:35"
551,12,"D196A2","main","interactive",175,43,"x=e/(12+g)","x*e=1/(12+g)","x-1/g=e/12","(12+g)x=e",NULL,"C","C",1,7240,7917,"x=e/(12+g)",2,"2015-02-27 13:28:44"
552,12,"D196A2","main","interactive",176,15,"k*10=x-g","k=10*(x-g)","k=x-g-10","k=(x-g)/10",NULL,"C","C",1,6638,7126,"k*10=x-g",1,"2015-02-27 13:28:53"
553,12,"D196A2","post",NULL,0,4,"14=x*c",NULL,NULL,NULL,NULL,"14/c=x","14/c=x",1,3064,6259,NULL,NULL,"2015-02-27 13:29:04"
554,12,"D196A2","post",NULL,1,5,"-r*x=9",NULL,NULL,NULL,NULL,"x=9/-r","x=9/-r",1,3960,6154,NULL,NULL,"2015-02-27 13:29:10"
555,12,"D196A2","post",NULL,2,19,"8x+p=ex",NULL,NULL,NULL,NULL,"p/(e-8)=x","p/(8-e)=x",0,17022,28846,NULL,NULL,"2015-02-27 13:29:40"
556,12,"D196A2","post",NULL,3,2,"m=x/13",NULL,NULL,NULL,NULL,"m13=x","13m=x",0,2599,3184,NULL,NULL,"2015-02-27 13:29:43"
557,12,"D196A2","post",NULL,4,8,"8=(b+x)/n",NULL,NULL,NULL,NULL,"8n-b=x","8n-b=x",1,4148,8693,NULL,NULL,"2015-02-27 13:29:53"
558,12,"D196A2","post",NULL,5,18,"e=x/8-tx",NULL,NULL,NULL,NULL,"e/(1/8-t)=x","e/(1/8-t)=",1,7490,17312,NULL,NULL,"2015-02-27 13:30:10"
559,12,"D196A2","post",NULL,6,12,"15/v=n/x",NULL,NULL,NULL,NULL,"x=(nv)/15","x=vn/15",0,7065,8550,NULL,NULL,"2015-02-27 13:30:19"
560,12,"D196A2","post",NULL,7,10,"t*(15+x)=w",NULL,NULL,NULL,NULL,"x=w/t-15","x=w/t-15",1,7144,12882,NULL,NULL,"2015-02-27 13:30:33"
561,12,"D196A2","post",NULL,8,14,"10/(x+q)=f",NULL,NULL,NULL,NULL,"10/f-q=x","10/f-q=x",1,14681,35608,NULL,NULL,"2015-02-27 13:31:09"
562,12,"D196A2","post",NULL,9,7,"n=16*x-h",NULL,NULL,NULL,NULL,"(n+h)/16=x","(n+h)/16=x",1,3781,11533,NULL,NULL,"2015-02-27 13:31:21"
563,12,"D196A2","post",NULL,10,17,"x*10-x=d",NULL,NULL,NULL,NULL,"x=d/9","x=d/(9)",0,4692,26046,NULL,NULL,"2015-02-27 13:31:48"
564,12,"D196A2","post",NULL,11,0,"x-k=3",NULL,NULL,NULL,NULL,"x=3+k","x=3+k",1,5420,6917,NULL,NULL,"2015-02-27 13:31:55"
565,12,"D196A2","post",NULL,12,16,"14=bx-r-xm",NULL,NULL,NULL,NULL,"(14+r)/(b-m)=x","14+r/(b-m=",0,4308,14884,NULL,NULL,"2015-02-27 13:32:10"
566,12,"D196A2","post",NULL,13,6,"8=r+x/a",NULL,NULL,NULL,NULL,"(8-r)*a=x","(8-r)a=x",1,4916,20195,NULL,NULL,"2015-02-27 13:32:31"
